"theme_l1";"theme_l2";"theme_l3";"concept_text_long";"item_name";"variable_label";"source";"measure_wave";"suf_index";"data_collection_a";"mode_a";"item_id";"item_version";"concept_id";"concept_version";"sort_id"
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Strain: work environment [training firm];fisur_fs;Work environment [training firm];"TREE;  BIBB (2012);  Zapf et al. (1983);  Dunckel (1999);  Semmer, Zapf, and Dunckel (1999)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1936;2003;1019;1019;"2020604360                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Strain: work environment [training firm];fisur1;Conditions at my workplace are unfavourable (Work environment [training firm]);"TREE;  BIBB (2012);  Zapf et al. (1983);  Dunckel (1999);  Semmer, Zapf, and Dunckel (1999)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1046;1046;1019;1019;"2020604370                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Strain: work environment [training firm];fisur3;My work is physically strenuous (Work environment [training firm]);"TREE;  BIBB (2012);  Zapf et al. (1983);  Dunckel (1999);  Semmer, Zapf, and Dunckel (1999)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1047;1047;1019;1019;"2020604380                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Strain: work environment [training firm];fisur4;My work environment is hazardous (Work environment [training firm]);"TREE;  BIBB (2012);  Zapf et al. (1983);  Dunckel (1999);  Semmer, Zapf, and Dunckel (1999)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1048;1048;1019;1019;"2020604390                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Illegitimate tasks [training firm];fiit2;I have to do tasks that seem pointless (Illegitimate tasks);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1049;1049;1102;1103;"2020604400                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Illegitimate tasks [training firm];filis4;Do menial work that has nothing to do with my training (Illegitimate tasks);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1055;1055;1102;1103;"2020604410                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Social support [training firm];fisoc_fs;Social support 1;"TREE;  Zapf et al. (1983);  Dunckel (1999);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1937;2004;1088;1089;"2020604420                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Social support [training firm];fisoc2;I rely on colleagues in case of trouble at work (Social support 1);"TREE;  Zapf et al. (1983);  Dunckel (1999);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1050;1050;1088;1089;"2020604430                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Social support [training firm];fisoc3;I rely on supervisor in case of trouble at work (Social support 1);"TREE;  Zapf et al. (1983);  Dunckel (1999);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1051;1051;1088;1089;"2020604440                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Social support [training firm];fisoc4;The teamwork with my colleagues is very good (Social support 1);"TREE;  Zapf et al. (1983);  Dunckel (1999);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1052;1052;1088;1089;"2020604450                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Teaching skills of VET trainer [training firm];fiqua_fs;Teaching skills;TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1938;2005;1027;1027;"2020604460                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Teaching skills of VET trainer [training firm];fiqua1;I am very satisfied with my VET trainer (Teaching skills);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1059;1059;1027;1027;"2020604470                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Teaching skills of VET trainer [training firm];fiqua2;VET trainer is good at explaining things (Teaching skills);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1056;1056;1027;1027;"2020604480                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Teaching skills of VET trainer [training firm];fiqua3;VET trainer tells me if I did a task well or not (Teaching skills);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1058;1058;1027;1027;"2020604490                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Professional skills of VET trainer [training firm];fiqua8;VET trainer is well versed in area of expertise (Professional skills);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1057;1057;1097;1098;"2020604500                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Career prospects [training firm];ficaco_comp;Career prospects 1;"TREE;  Zapf et al. (1983);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1961;2028;1095;1096;"2020604510                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Career prospects [training firm];ficaco1;Training firm offers good further training opportunities (Career prospects 1);"TREE;  Zapf et al. (1983);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1061;1061;1095;1096;"2020604520                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Resources & strains (education);Career prospects [training firm];ficaco2;Training firm offers good career opportunities (Career prospects 1);"TREE;  Zapf et al. (1983);  Prümper, Hartmannsgruber, and Frese (1995)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1062;1062;1095;1096;"2020604530                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;Marks / assessment;grad1;I get very good marks in my current year (Marks / assessment);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1026;1026;1028;1028;"2020704540                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;Marks / assessment;grad2;I get insufficient marks in my current year (Marks / assessment);TREE;"1, 2";Wave-specific;Complementary (CQ);Web/PP;1027;1027;1028;1028;"2020704550                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;School marks: test language [End of lower sec. educ.];marklang1;School marks: test language;"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;265;365;1142;1143;"2020704560                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;School marks: first foreign language [End of lower sec. educ.];marklang2;School marks: first foreign language;"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;114;459;1140;1141;"2020704570                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;School marks: mathematics [End of lower sec. educ.];markmath;School marks: mathematics;"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;112;164;133;34;"2020704580                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;School marks: science [End of lower sec. educ.];markscience;School marks: science;"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;115;165;1141;1142;"2020704590                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;Completion of educational programme;educfincert;Did you complete and pass your education and training?;TREE;"1, 2";Episodic;Base (BQ);CATI;1655;1671;1577;1578;"2020704600                    "
Education & training - employment;Educational situation (general, school & training firm) & post-compulsory pathways;Credentials and marks;Repetition of final examination planned;exam2;Are you planning on repeating the final examination?;TREE;"1, 2";Episodic;Base (BQ);CATI;1342;1850;1590;1591;"2020704620                    "
